claim_id,worker_id,policy_id,plan_tier,weekly_premium,activation_date,last_active_date,policy_status,eligibility_flag,events_used,events_remaining,renewal_count,trigger_type,trigger_level,trigger_value,claim_timestamp,claim_auto_created,claim_valid_flag,payout_status,payout_timestamp,payout_amount,income_loss,gps_lat,gps_lng,cell_tower_id,gps_tower_delta,accelerometer_variance,claim_response_time_sec,app_interaction_count,fraud_score,fraud_flag,fraud_reason
90986,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,10,20,1,rainfall,L1,3.3,2024-07-01 01:33:00,1,1,paid,2024-07-01 04:24:00,1904.0,208.1,18.673477,73.71794,TW1532,683.5,11.708,96.3,49,0.3665,0,abnormal_behavior
90987,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,11,19,1,flood,L3,39.8,2024-01-27 04:59:00,0,1,paid,2024-01-27 06:01:00,1846.1,92.2,18.585784,74.017047,TW1204,592.8,26.646,457.6,3,0.5551,0,normal
90988,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,12,18,1,strike,L1,1.0,2024-07-15 14:53:00,0,1,paid,2024-07-15 16:45:00,2365.4,1130.8,18.486635,73.833347,TW2222,396.2,28.804,989.3,27,0.1837,0,abnormal_behavior
90989,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,13,17,1,flood,L3,34.0,2024-05-22 18:43:00,0,1,rejected,,0.0,559.0,18.512797,73.839416,TW8263,177.4,17.513,759.4,6,0.7273,1,gps_mismatch
90990,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,14,16,1,flood,L3,25.5,2024-05-14 04:23:00,0,1,paid,2024-05-14 05:58:00,1975.5,351.0,18.585829,73.783507,TW1075,333.6,44.788,253.8,30,0.2929,0,abnormal_behavior
90991,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,15,15,1,flood,L3,39.6,2024-05-23 11:36:00,1,1,rejected,,0.0,621.1,18.490076,73.71071,TW7626,164.7,3.605,165.4,24,0.6415,1,abnormal_behavior
90992,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,16,14,1,heat,L1,37.3,2024-02-12 01:16:00,0,1,paid,2024-02-12 03:23:00,1930.5,261.0,18.502526,73.727611,TW7054,330.7,67.045,993.5,15,0.2672,0,abnormal_behavior
90993,71,20071,Elite,199,2024-01-01,2024-07-18,active,1,17,13,1,strike,L1,1.0,2024-03-16 11:27:00,1,1,paid,2024-03-16 11:44:00,2112.2,624.5,18.524079,73.79481,TW7132,317.3,27.636,1177.3,23,0.2204,0,normal
90994,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,1,29,4,flood,L3,39.4,2024-06-03 02:21:00,0,1,pending,,0.0,179.3,19.054827,72.964479,TW7466,452.7,59.87,222.6,4,0.3344,0,normal
90995,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,2,28,4,flood,L3,54.7,2024-05-31 07:32:00,0,1,paid,2024-05-31 09:19:00,556.2,72.5,18.993901,72.896184,TW1274,307.7,71.127,394.2,17,0.3564,0,normal
90996,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,3,27,4,road_closure,L3,24.0,2024-01-07 12:06:00,0,1,no_claim,,0.0,544.5,18.961317,72.807755,TW3777,676.7,67.81,590.3,25,0.4228,0,abnormal_behavior
90997,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,4,26,4,aqi,L2,242.0,2024-06-06 14:03:00,0,1,paid,2024-06-06 15:32:00,639.6,239.3,19.096302,72.882629,TW4672,156.0,21.147,661.6,45,0.2264,0,normal
90998,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,5,25,4,aqi,L2,214.0,2024-01-19 06:41:00,0,1,paid,2024-01-19 07:42:00,735.9,431.8,19.044445,72.742051,TW7765,343.9,52.504,859.1,7,0.2881,0,normal
90999,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,6,24,4,flood,L3,31.8,2024-06-05 12:19:00,0,1,paid,2024-06-05 13:23:00,685.0,329.9,19.105869,72.74701,TW1775,602.7,2.715,880.8,25,0.3246,0,normal
91000,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,7,23,4,heat,L2,39.3,2024-05-05 03:05:00,0,1,paid,2024-05-05 04:46:00,1032.4,1024.8,19.156946,72.910941,TW4755,544.1,34.867,928.8,57,0.283,0,normal
91001,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,8,22,4,road_closure,L2,29.9,2024-01-17 11:10:00,0,1,paid,2024-01-17 13:33:00,608.6,177.2,19.211068,72.876514,TW8180,682.5,65.311,430.1,45,0.3302,0,abnormal_behavior
91002,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,9,21,4,rainfall,L3,44.1,2024-06-01 14:40:00,0,1,paid,2024-06-02 23:37:00,551.6,63.2,18.980232,72.814774,TW3794,354.4,40.545,861.0,37,0.3234,0,normal
91003,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,10,20,4,outage,L2,1.0,2024-03-11 15:52:00,1,1,paid,2024-03-11 18:28:00,659.9,279.7,19.147523,73.015388,TW3906,511.3,15.86,1171.4,52,0.3625,0,normal
91004,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,11,19,4,flood,L3,80.7,2024-05-25 14:38:00,0,1,paid,2024-05-25 15:21:00,679.8,319.5,19.166111,72.893201,TW7015,323.8,40.104,970.8,46,0.2649,0,normal
91005,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,12,18,4,rainfall,L3,37.7,2024-02-20 01:30:00,1,1,no_claim,,0.0,148.7,19.07681,72.847429,TW2432,206.8,6.554,938.3,8,0.1763,0,normal
91006,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,13,17,4,rainfall,L3,25.0,2024-06-23 16:00:00,0,1,paid,2024-06-23 16:38:00,643.5,246.9,19.151316,72.678094,TW9643,362.7,19.518,329.7,47,0.213,0,abnormal_behavior
91007,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,14,16,4,strike,L1,1.0,2024-03-01 17:10:00,1,1,pending,,0.0,94.3,19.232184,72.981542,TW3534,491.6,48.696,620.4,35,0.361,0,abnormal_behavior
91008,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,15,15,4,road_closure,L2,43.0,2024-05-21 13:07:00,1,1,paid,2024-05-21 14:01:00,582.5,124.9,19.187401,72.868944,TW5923,655.8,11.903,339.6,30,0.3267,0,abnormal_behavior
91009,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,16,14,4,flood,L3,40.5,2024-04-16 06:14:00,0,1,paid,2024-04-16 08:05:00,764.4,488.8,19.178346,72.871786,TW6619,166.5,76.04,108.8,56,0.2268,0,normal
91010,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,17,13,4,rainfall,L3,28.4,2024-01-10 01:44:00,1,1,paid,2024-01-10 02:37:00,571.2,102.4,19.269616,72.865246,TW1790,229.5,53.819,550.6,51,0.3776,0,normal
91011,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,18,12,4,rainfall,L3,27.4,2024-02-03 17:15:00,1,1,pending,,0.0,514.8,19.080974,72.899426,TW5487,550.0,46.201,861.0,23,0.3079,0,normal
91012,72,20072,Standard,79,2024-01-01,2024-07-18,active,1,19,11,4,flood,L3,39.3,2024-06-11 05:02:00,0,1,paid,2024-06-11 07:08:00,609.3,178.6,19.048998,72.731553,TW6840,311.1,79.0,837.9,46,0.1535,0,abnormal_behavior
91013,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,1,29,4,road_closure,L1,31.8,2024-05-19 12:05:00,1,1,paid,2024-05-19 13:14:00,1936.4,272.8,13.173785,80.357032,TW6173,69.3,24.564,1154.2,47,0.01,0,normal
91014,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,2,28,4,flood,L3,34.0,2024-02-12 10:52:00,1,1,paid,2024-02-12 11:11:00,1865.5,131.1,13.097506,80.382712,TW8032,19.3,2.231,1067.1,42,0.01,0,normal
91015,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,3,27,4,rainfall,L3,33.3,2024-01-29 05:37:00,0,1,paid,2024-01-29 07:25:00,1902.0,204.0,13.101112,80.311686,TW7104,79.7,43.116,766.4,3,0.01,0,normal
91016,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,4,26,4,rainfall,L2,12.2,2024-01-15 13:35:00,0,1,no_claim,,0.0,274.9,13.074232,80.198739,TW8665,52.5,23.556,167.5,52,0.4189,0,normal
91017,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,5,25,4,strike,L1,1.0,2024-05-31 06:08:00,0,1,no_claim,,0.0,112.1,12.879679,80.300121,TW9959,31.9,38.121,848.0,60,0.01,0,normal
91018,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,6,24,4,rainfall,L3,26.6,2024-05-27 02:08:00,0,1,paid,2024-05-31 14:33:00,1922.5,245.0,13.123965,80.206775,TW5841,22.6,52.145,537.7,47,0.05,0,normal
91019,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,7,23,4,heat,L2,40.3,2024-01-20 09:14:00,0,1,paid,2024-01-20 12:08:00,2062.3,524.6,12.985813,80.199912,TW6417,24.6,23.42,845.4,59,0.0141,0,normal
91020,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,8,22,4,road_closure,L2,48.5,2024-02-02 17:57:00,1,1,paid,2024-02-02 18:46:00,1903.2,206.4,13.079449,80.498368,TW2177,35.9,52.138,368.9,27,0.065,0,normal
91021,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,9,21,4,flood,L3,30.7,2024-06-03 02:31:00,1,1,paid,2024-06-04 08:03:00,1856.4,112.8,13.083608,80.271695,TW6729,88.6,29.071,551.7,37,0.01,0,normal
91022,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,10,20,4,rainfall,L3,25.3,2024-07-07 06:37:00,0,1,paid,2024-07-07 08:53:00,1901.1,202.2,13.036826,80.424412,TW1542,62.4,7.929,758.8,6,0.01,0,normal
91023,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,11,19,4,heat,L2,38.1,2024-02-15 04:06:00,0,1,paid,2024-02-15 05:37:00,1843.0,86.0,13.092814,80.174041,TW4589,55.5,45.327,1123.5,41,0.0141,0,normal
91024,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,12,18,4,flood,L3,49.7,2024-02-04 01:17:00,1,1,paid,2024-02-04 02:43:00,1834.2,68.3,13.00953,80.280435,TW2616,61.8,46.252,805.8,56,0.01,0,normal
91025,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,13,17,4,flood,L3,36.9,2024-06-04 09:37:00,0,1,no_claim,,0.0,95.8,13.079525,80.347808,TW3733,46.7,77.069,997.6,39,0.016,0,normal
91026,73,20073,Elite,199,2024-01-01,2024-07-18,active,1,14,16,4,flood,L3,25.3,2024-05-11 15:35:00,1,1,paid,2024-05-11 16:04:00,1857.0,114.0,13.030502,80.272348,TW3992,47.0,26.614,1050.2,28,0.01,0,normal
91027,74,20074,Premium,129,2024-01-01,2024-07-18,expired,1,1,29,3,rainfall,L2,7.0,2024-06-06 04:12:00,0,1,no_claim,,0.0,180.5,13.021742,77.492692,TW5298,381.1,74.197,112.5,56,0.3598,0,normal
91028,74,20074,Premium,129,2024-01-01,2024-07-18,expired,1,2,28,3,rainfall,L3,35.1,2024-02-03 08:29:00,1,1,paid,2024-02-03 10:04:00,338.1,667.2,12.944302,77.679406,TW2895,626.0,21.936,224.9,35,0.5512,0,abnormal_behavior
91029,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,3,27,3,flood,L3,27.7,2024-06-03 10:48:00,1,1,paid,2024-06-03 12:29:00,1073.3,246.7,12.846334,77.482154,TW4266,306.2,15.832,998.4,15,0.3638,0,normal
91030,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,4,26,3,flood,L3,29.8,2024-01-16 08:20:00,1,1,paid,2024-01-23 02:07:00,1121.3,342.7,13.011896,77.545404,TW2399,604.8,3.621,125.3,10,0.2495,0,normal
91031,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,5,25,3,rainfall,L2,17.0,2024-02-21 11:25:00,0,1,under_review,2024-02-21 12:15:00,0.0,149.8,12.92627,77.553463,TW7769,373.6,30.89,748.3,18,0.3664,0,abnormal_behavior
91032,74,20074,Premium,129,2024-01-01,2024-07-18,expired,1,6,24,3,rainfall,L3,47.9,2024-02-12 16:11:00,1,1,no_claim,,0.0,494.6,12.995259,77.578657,TW6345,648.0,48.29,422.2,15,0.3812,0,abnormal_behavior
91033,74,20074,Premium,129,2024-01-01,2024-07-18,expired,1,7,23,3,rainfall,L2,12.2,2024-06-07 02:32:00,0,1,paid,2024-06-13 16:27:00,1071.4,242.8,13.045422,77.738001,TW8151,531.7,6.293,106.1,45,0.4071,0,normal
91034,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,8,22,3,road_closure,L3,55.9,2024-02-13 04:32:00,1,1,paid,2024-02-16 10:43:00,1065.0,230.0,12.949914,77.483823,TW1656,393.9,16.683,533.5,25,0.2529,0,normal
91035,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,9,21,3,rainfall,L1,4.7,2024-05-30 04:28:00,0,1,paid,2024-05-30 06:22:00,1079.9,259.8,12.956725,77.61325,TW7375,499.9,23.932,619.9,42,0.2639,0,abnormal_behavior
91036,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,10,20,3,strike,L1,1.0,2024-06-01 17:33:00,1,1,paid,2024-06-03 16:41:00,1192.2,484.4,12.949078,77.546815,TW7216,658.4,73.228,623.4,53,0.5782,0,normal
91037,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,11,19,3,aqi,L2,201.0,2024-02-06 11:12:00,1,1,paid,2024-02-06 14:07:00,1106.9,313.8,13.133503,77.528103,TW6591,611.9,27.188,693.1,5,0.3989,0,abnormal_behavior
91038,74,20074,Premium,129,2024-01-01,2024-07-18,expired,1,12,18,3,rainfall,L3,35.2,2024-06-04 17:41:00,0,1,paid,2024-06-04 20:32:00,1144.8,389.5,12.990355,77.550966,TW1029,473.3,74.29,781.3,28,0.2151,0,normal
91039,74,20074,Premium,129,2024-01-01,2024-07-18,expired,1,13,17,3,flood,L3,26.2,2024-02-18 06:18:00,0,1,paid,2024-02-18 06:58:00,1061.8,223.6,12.877213,77.60381,TW7139,414.5,11.927,574.2,57,0.1937,0,abnormal_behavior
91040,74,20074,Premium,129,2024-01-01,2024-07-18,expired,1,14,16,3,rainfall,L3,24.2,2024-01-29 14:23:00,0,1,paid,2024-01-29 17:12:00,1286.0,672.1,12.972981,77.543837,TW9465,340.8,37.762,819.2,36,0.3746,0,normal
91041,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,15,15,3,aqi,L1,138.0,2024-04-17 08:31:00,1,1,paid,2024-04-17 10:34:00,988.8,77.5,12.881371,77.628745,TW3536,564.8,78.699,776.7,44,0.4279,0,normal
91042,74,20074,Premium,129,2024-01-01,2024-07-18,expired,0,16,14,3,flood,L3,27.7,2024-01-25 18:09:00,1,1,no_claim,,0.0,240.2,12.909193,77.710219,TW3037,392.2,37.875,837.3,34,0.343,0,normal
91043,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,1,29,4,strike,L1,1.0,2024-04-18 08:09:00,1,1,under_review,2024-04-18 09:23:00,0.0,58.4,28.598517,77.381169,TW6826,639.4,30.919,431.2,39,0.3066,0,abnormal_behavior
91044,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,2,28,4,aqi,L3,446.0,2024-04-29 03:48:00,1,1,under_review,2024-04-29 05:37:00,0.0,250.8,28.641873,77.317268,TW8123,1076.2,4.085,873.5,38,0.4429,0,abnormal_behavior
91045,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,3,27,4,rainfall,L2,15.8,2024-06-06 10:05:00,0,1,no_claim,,0.0,142.0,28.579629,77.242092,TW1898,752.0,70.818,536.2,23,0.3478,0,abnormal_behavior
91046,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,4,26,4,outage,L2,1.0,2024-05-05 03:16:00,1,1,paid,2024-05-05 03:40:00,610.9,181.8,28.847391,77.163501,TW9687,884.4,76.854,605.0,39,0.275,0,abnormal_behavior
91047,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,5,25,4,rainfall,L2,6.7,2024-01-12 11:31:00,0,1,paid,2024-01-12 13:20:00,648.6,257.2,28.732559,77.251042,TW4806,595.2,22.778,964.9,25,0.3578,0,normal
91048,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,6,24,4,rainfall,L2,7.9,2024-06-22 14:37:00,1,1,paid,2024-06-22 15:17:00,748.0,456.1,28.459684,77.227537,TW8250,567.3,49.0,436.5,22,0.2829,0,normal
91049,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,7,23,4,rainfall,L2,10.7,2024-01-25 05:40:00,0,1,no_claim,,0.0,225.1,28.592572,77.212198,TW1848,706.3,7.56,705.0,56,0.9184,1,device_anomaly
91050,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,8,22,4,heat,L1,37.3,2024-01-31 07:40:00,1,1,paid,2024-01-31 10:11:00,581.0,122.1,28.661886,77.132153,TW7454,453.7,54.009,1026.0,55,0.2193,0,normal
91051,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,9,21,4,outage,L2,1.0,2024-05-30 05:59:00,0,1,rejected,,0.0,223.3,28.653155,77.284252,TW2136,868.0,12.606,662.1,37,0.6816,1,velocity_violation
91052,75,20075,Standard,79,2024-01-01,2024-07-18,active,1,10,20,4,aqi,L2,297.0,2024-02-29 08:16:00,1,1,paid,2024-02-29 11:06:00,582.1,124.2,28.714595,77.183775,TW4701,335.4,40.927,308.3,52,0.3372,0,abnormal_behavior
91053,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,1,29,3,road_closure,L2,6.7,2024-05-27 15:55:00,1,1,rejected,,0.0,287.0,18.524972,73.895945,TW4721,112.4,71.76,102.6,42,0.8551,1,device_anomaly
91054,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,2,28,3,outage,L2,1.0,2024-04-14 06:37:00,1,1,paid,2024-04-14 08:24:00,1920.4,240.8,18.462544,73.821203,TW3016,104.9,13.004,800.4,52,0.0182,0,normal
91055,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,3,27,3,rainfall,L2,5.4,2024-02-27 07:16:00,0,1,paid,2024-02-27 08:33:00,1974.8,349.7,18.48862,73.861638,TW8448,23.3,27.084,649.6,42,0.0154,0,normal
91056,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,4,26,3,flood,L3,39.2,2024-06-15 08:24:00,1,1,paid,2024-06-20 21:40:00,2046.5,493.0,18.611915,73.7484,TW8662,75.6,25.978,51.6,7,0.0656,0,normal
91057,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,5,25,3,flood,L3,28.3,2024-06-08 03:22:00,0,1,rejected,,0.0,231.6,18.57774,73.892745,TW8485,83.6,29.619,733.7,28,0.8281,1,velocity_violation
91058,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,6,24,3,strike,L1,1.0,2024-03-24 04:47:00,0,1,paid,2024-03-24 07:00:00,1925.2,250.4,18.561821,73.811932,TW9047,17.2,56.054,1060.6,24,0.0151,0,normal
91059,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,7,23,3,road_closure,L3,2.8,2024-05-16 17:17:00,1,1,paid,2024-05-20 04:46:00,1899.5,199.0,18.557433,73.92382,TW1311,89.9,43.599,613.8,10,0.0688,0,normal
91060,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,8,22,3,outage,L2,1.0,2024-06-29 18:35:00,0,1,rejected,,0.0,547.2,18.514571,73.852123,TW3632,71.1,32.243,179.6,42,0.878,1,velocity_violation
91061,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,9,21,3,heat,L1,37.3,2024-02-02 16:25:00,1,1,paid,2024-02-02 19:19:00,2139.7,679.3,18.525758,73.927363,TW6563,292.2,9.223,742.2,27,0.1014,0,normal
91062,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,10,20,3,outage,L2,1.0,2024-02-20 17:48:00,1,1,paid,2024-02-20 18:44:00,1914.8,229.5,18.676229,73.987358,TW8159,236.2,20.954,826.4,30,0.0807,0,normal
91063,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,11,19,3,rainfall,L2,11.3,2024-01-15 00:16:00,0,1,under_review,2024-01-15 00:27:00,0.0,214.9,18.473625,73.874044,TW5304,58.6,51.073,779.5,39,0.0107,0,normal
91064,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,12,18,3,road_closure,L1,51.5,2024-02-08 18:20:00,1,1,paid,2024-02-08 19:19:00,1986.0,372.0,18.39796,73.768954,TW8420,184.5,68.628,154.1,50,0.0562,0,normal
91065,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,13,17,3,rainfall,L2,8.9,2024-02-09 17:46:00,1,1,paid,2024-02-13 19:12:00,1932.0,264.1,18.525302,73.846204,TW5029,20.2,39.731,1079.7,12,0.0371,0,normal
91066,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,14,16,3,outage,L2,1.0,2024-04-27 16:51:00,0,1,paid,2024-04-30 11:24:00,2093.9,587.8,18.435284,73.935193,TW4281,30.0,45.975,1122.7,57,0.0312,0,normal
91067,76,20076,Elite,199,2024-01-01,2024-07-18,active,1,15,15,3,road_closure,L2,14.6,2024-01-31 02:08:00,0,1,paid,2024-01-31 04:39:00,1836.9,73.8,18.515088,73.952094,TW5309,55.7,26.262,742.4,13,0.01,0,normal
91068,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,1,29,1,rainfall,L2,12.1,2024-02-26 07:02:00,1,1,pending,,0.0,140.0,13.009691,77.338146,TW6453,4.4,71.412,95.7,24,0.7884,1,gps_mismatch
91069,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,2,28,1,rainfall,L2,12.5,2024-01-07 12:00:00,0,1,no_claim,,0.0,181.5,12.882383,77.612289,TW7739,6.7,50.058,291.9,20,0.0895,0,normal
91070,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,3,27,1,flood,L3,41.8,2024-05-20 08:04:00,1,1,paid,2024-05-20 08:50:00,121.3,445.9,12.896393,77.619028,TW5642,127.7,46.881,543.7,2,0.1279,0,normal
91071,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,4,26,1,rainfall,L2,9.8,2024-01-01 07:07:00,0,1,paid,2024-01-02 20:22:00,533.5,507.0,13.040789,77.682349,TW5385,227.1,44.564,152.4,8,0.0581,0,normal
91072,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,5,25,1,aqi,L1,116.0,2024-06-26 08:01:00,1,1,paid,2024-06-26 08:52:00,391.1,222.2,12.965149,77.566018,TW1056,90.0,13.894,1165.9,31,0.0324,0,normal
91073,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,6,24,1,flood,L3,41.5,2024-05-15 03:50:00,0,1,no_claim,,0.0,94.4,13.054418,77.49986,TW2830,11.0,54.906,148.2,20,0.0387,0,normal
91074,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,7,23,1,rainfall,L3,42.0,2024-05-31 04:23:00,1,1,paid,2024-05-31 05:32:00,639.9,719.7,12.98504,77.749051,TW7421,202.0,68.293,242.9,30,0.134,0,normal
91075,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,8,22,1,strike,L1,1.0,2024-01-14 12:36:00,1,1,paid,2024-01-14 14:12:00,404.8,249.5,12.956448,77.58932,TW5027,296.6,54.81,391.0,19,0.2045,0,normal
91076,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,9,21,1,flood,L3,26.5,2024-06-19 08:02:00,1,1,pending,,0.0,399.5,13.103854,77.661926,TW4509,107.8,26.886,137.5,15,0.668,1,device_anomaly
91077,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,10,20,1,rainfall,L3,34.8,2024-05-23 11:33:00,0,1,no_claim,,0.0,301.8,12.915938,77.642646,TW4504,10.0,49.041,639.5,9,0.0908,0,normal
91078,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,11,19,1,heat,L1,23.0,2024-06-22 07:26:00,0,1,pending,,0.0,283.3,12.910349,77.704261,TW6216,63.4,11.71,1141.1,28,0.0203,0,normal
91079,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,12,18,1,road_closure,L1,26.6,2024-05-28 14:22:00,0,1,pending,,0.0,361.0,12.841768,77.754904,TW2112,6.3,64.939,129.7,59,0.8029,1,velocity_violation
91080,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,13,17,1,flood,L3,32.0,2024-01-27 13:35:00,1,1,pending,,0.0,188.0,12.946423,77.502386,TW2570,47.3,68.556,457.0,2,0.766,1,velocity_violation
91081,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,14,16,1,rainfall,L2,12.9,2024-02-17 04:38:00,0,1,paid,2024-02-17 05:30:00,416.2,272.5,12.969982,77.556759,TW9771,82.9,45.796,1065.0,8,0.4056,0,normal
91082,77,20077,Basic,49,2024-01-01,2024-07-18,active,1,15,15,1,rainfall,L3,28.1,2024-06-14 08:27:00,1,1,no_claim,,0.0,74.5,12.990454,77.712908,TW1134,152.8,18.783,269.1,23,0.1411,0,normal
91083,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,1,29,0,heat,L1,37.4,2024-02-20 13:07:00,0,1,under_review,2024-02-20 14:43:00,0.0,203.3,13.041442,80.311748,TW7458,260.4,53.363,231.3,57,0.2029,0,abnormal_behavior
91084,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,2,28,0,flood,L3,28.8,2024-02-13 03:24:00,1,1,paid,2024-02-13 05:56:00,345.7,377.0,13.104394,80.310708,TW2203,180.8,41.796,626.2,22,0.6349,1,abnormal_behavior
91085,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,3,27,0,rainfall,L3,30.6,2024-05-19 09:36:00,1,1,under_review,2024-05-19 10:28:00,0.0,103.1,13.291829,80.19622,TW2679,37.5,19.42,48.2,23,0.2339,0,abnormal_behavior
91086,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,4,26,0,flood,L3,32.8,2024-06-12 13:13:00,1,1,no_claim,,0.0,651.0,13.113676,80.363558,TW5657,4.9,38.114,708.9,16,0.7772,1,velocity_violation
91087,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,5,25,0,heat,L2,40.9,2024-01-03 09:53:00,1,1,under_review,2024-01-03 11:30:00,0.0,191.5,13.218667,80.090532,TW4614,159.9,15.335,368.0,25,0.3095,0,normal
91088,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,6,24,0,rainfall,L3,27.5,2024-02-14 13:03:00,1,1,rejected,,0.0,576.8,13.026539,80.214345,TW1486,104.9,73.171,943.8,23,0.8084,1,gps_mismatch
91089,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,7,23,0,rainfall,L3,24.5,2024-05-28 06:12:00,1,1,paid,2024-05-28 06:53:00,631.0,222.0,13.084448,80.277174,TW6572,215.4,11.632,520.4,28,0.4165,0,abnormal_behavior
91090,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,8,22,0,heat,L3,44.1,2024-01-01 12:59:00,1,1,rejected,,0.0,57.7,13.077024,80.363561,TW5002,297.4,13.275,37.4,28,0.6602,1,device_anomaly
91091,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,9,21,0,heat,L2,39.1,2024-05-15 15:28:00,0,1,under_review,2024-05-15 17:23:00,0.0,412.2,13.062839,80.189262,TW8914,53.9,77.936,103.5,34,0.0871,0,normal
91092,78,20078,Standard,79,2024-01-01,2024-07-18,active,1,10,20,0,rainfall,L3,27.0,2024-06-14 16:34:00,1,1,under_review,2024-06-14 18:40:00,153.6,484.7,13.054889,80.191914,TW6619,117.7,40.457,1154.3,49,0.6248,1,device_anomaly
